danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.04138042933261362,1.3437013529972375,1.2871615404453352,0.5811761965812398,-1.1124360087096776,-0.22486275129137437,-0.8210840820792157,-0.12824333203947152,-0.989097454475814,0.5466627589555615,1.7042405531994325,1.6029930682568116,0.02599250781110912
-0.9689563374440912,0.666114724399016,0.4872074741026966,0.3458257196910401,0.8989281110739188,0.7607660677674053,0.5796895760889624,-0.12824333203947152,-0.2607982270072082,-0.6527855936855412,0.3653724245642779,-1.2299091231805577,0.02599250781110912
-0.14805771443801805,-1.548266319576615,0.7538588295502427,-0.8847210594777164,0.8989281110739188,-0.5002590389695629,-0.8532191865030809,-0.12824333203947152,-0.602868743751643,-1.3368459823011705,-1.3755511822367308,-0.6777714367536195,0.02599250781110912
0.11154270480321823,-0.4934665162948479,-1.1127006585825803,0.5400393065029527,0.8989281110739188,0.38390798989198954,0.03502678924378896,-0.12824333203947152,-0.8510253549898784,-1.1962856284760413,0.9970565070653864,-1.1052618322085386,0.02599250781110912
1.1499443817681656,1.3437013529972375,-0.8460493031350341,1.0400107397621323,0.8989281110739188,-0.18137912692113403,-0.8398997056247762,-0.12824333203947152,0.5726099410610512,0.2561713610502946,0.490173327195701,-0.49000407824593245,0.02599250781110912
-0.4637879540557388,-0.5633208079029112,-0.04609523679239569,-0.2186198778254548,-1.1124360087096776,1.1666132285563144,-0.3908004804715286,-0.12824333203947152,1.461993284596582,0.5841455199755959,-1.3778898165225564,0.15186865257617316,0.02599250781110912
0.686873363662176,-0.23500563734501057,-1.3793520140301265,0.6049090177802513,-1.1124360087096776,0.7607660677674053,-0.616587963018255,-0.12824333203947152,-0.7023801668045695,-0.15613901017008466,-0.8466089924818253,0.895770288159994,0.02599250781110912
-0.41467436122631557,-0.18610763321936566,-1.1127006585825803,0.44669020978683976,0.8989281110739188,0.6520570068418045,0.41133926015499983,-0.12824333203947152,-0.831745016773374,0.6965938030356994,-2.095787335938965,-0.5787110141769952,-2.4692882420554016
0.2799321659326693,-1.3666451613956485,1.5538128958928812,-1.5393513775504564,-1.1124360087096776,-0.3915499780439621,-0.5982674874607355,-0.12824333203947152,-0.5593324961659877,-1.4164968494687433,0.26740260988780035,-1.4348502371590641,0.02599250781110912
0.6938895912092364,-0.7589128244054908,-1.1127006585825803,0.39250026804909655,0.8989281110739188,-0.36256089513046874,-0.30167384262413655,-0.12824333203947152,-0.67128284710053,-1.7074567818867612,0.42545004317717633,-0.46715400562118264,0.02599250781110912
