Track,Artist,URI,Audio Features,cluster
BLACK BALLOONS | 13LACK 13ALLOONZ - Pazmal Remix,Denzel Curry,2ENHsB59lQBMnpBUQTWG8T,"[{'danceability': 0.536, 'energy': 0.73, 'key': 11, 'loudness': -6.245, 'mode': 0, 'speechiness': 0.178, 'acousticness': 0.121, 'instrumentalness': 6.99e-05, 'liveness': 0.0994, 'valence': 0.264, 'tempo': 84.894, 'type': 'audio_features', 'id': '2ENHsB59lQBMnpBUQTWG8T', 'uri': 'spotify:track:2ENHsB59lQBMnpBUQTWG8T', 'track_href': 'https://api.spotify.com/v1/tracks/2ENHsB59lQBMnpBUQTWG8T', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ENHsB59lQBMnpBUQTWG8T', 'duration_ms': 254741, 'time_signature': 4}]",3
Exchange,Bryson Tiller,43PuMrRfbyyuz4QpZ3oAwN,"[{'danceability': 0.525, 'energy': 0.433, 'key': 6, 'loudness': -10.598, 'mode': 1, 'speechiness': 0.185, 'acousticness': 0.107, 'instrumentalness': 0, 'liveness': 0.135, 'valence': 0.276, 'tempo': 160.108, 'type': 'audio_features', 'id': '43PuMrRfbyyuz4QpZ3oAwN', 'uri': 'spotify:track:43PuMrRfbyyuz4QpZ3oAwN', 'track_href': 'https://api.spotify.com/v1/tracks/43PuMrRfbyyuz4QpZ3oAwN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/43PuMrRfbyyuz4QpZ3oAwN', 'duration_ms': 194613, 'time_signature': 4}]",9
Pay for It (feat. Kendrick Lamar & Chantal),Jay Rock,3uya2Ph2zB84JMR28vqWK0,"[{'danceability': 0.371, 'energy': 0.743, 'key': 5, 'loudness': -8.13, 'mode': 0, 'speechiness': 0.354, 'acousticness': 0.394, 'instrumentalness': 5.41e-06, 'liveness': 0.123, 'valence': 0.331, 'tempo': 189.766, 'type': 'audio_features', 'id': '3uya2Ph2zB84JMR28vqWK0', 'uri': 'spotify:track:3uya2Ph2zB84JMR28vqWK0', 'track_href': 'https://api.spotify.com/v1/tracks/3uya2Ph2zB84JMR28vqWK0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3uya2Ph2zB84JMR28vqWK0', 'duration_ms': 242733, 'time_signature': 4}]",1
I. The Worst Guys,Childish Gambino,6gKVGjL7XFH3PtL0Ss3v0f,"[{'danceability': 0.596, 'energy': 0.658, 'key': 5, 'loudness': -7.353, 'mode': 0, 'speechiness': 0.128, 'acousticness': 0.0544, 'instrumentalness': 0, 'liveness': 0.0587, 'valence': 0.321, 'tempo': 97.113, 'type': 'audio_features', 'id': '6gKVGjL7XFH3PtL0Ss3v0f', 'uri': 'spotify:track:6gKVGjL7XFH3PtL0Ss3v0f', 'track_href': 'https://api.spotify.com/v1/tracks/6gKVGjL7XFH3PtL0Ss3v0f', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6gKVGjL7XFH3PtL0Ss3v0f', 'duration_ms': 219740, 'time_signature': 4}]",1
I Ain't Mad At Cha,2Pac,0ZDcLapel9chZ15ZNuOdD4,"[{'danceability': 0.749, 'energy': 0.679, 'key': 5, 'loudness': -5.889, 'mode': 0, 'speechiness': 0.238, 'acousticness': 0.0177, 'instrumentalness': 9.33e-06, 'liveness': 0.406, 'valence': 0.672, 'tempo': 85.04, 'type': 'audio_features', 'id': '0ZDcLapel9chZ15ZNuOdD4', 'uri': 'spotify:track:0ZDcLapel9chZ15ZNuOdD4', 'track_href': 'https://api.spotify.com/v1/tracks/0ZDcLapel9chZ15ZNuOdD4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0ZDcLapel9chZ15ZNuOdD4', 'duration_ms': 293667, 'time_signature': 4}]",7
Really Be (Smokin N Drinkin),YG,6zHKqCNHAZlsGkNbJJrA4G,"[{'danceability': 0.769, 'energy': 0.56, 'key': 4, 'loudness': -8.436, 'mode': 0, 'speechiness': 0.402, 'acousticness': 0.00503, 'instrumentalness': 4.94e-06, 'liveness': 0.66, 'valence': 0.694, 'tempo': 146.026, 'type': 'audio_features', 'id': '6zHKqCNHAZlsGkNbJJrA4G', 'uri': 'spotify:track:6zHKqCNHAZlsGkNbJJrA4G', 'track_href': 'https://api.spotify.com/v1/tracks/6zHKqCNHAZlsGkNbJJrA4G', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6zHKqCNHAZlsGkNbJJrA4G', 'duration_ms': 310880, 'time_signature': 4}]",7
Can't Call It,Spillage Village,0k7UxTqp57Q4oXMaYMTO9P,"[{'danceability': 0.724, 'energy': 0.289, 'key': 8, 'loudness': -17.625, 'mode': 1, 'speechiness': 0.428, 'acousticness': 0.528, 'instrumentalness': 0, 'liveness': 0.0652, 'valence': 0.702, 'tempo': 137.017, 'type': 'audio_features', 'id': '0k7UxTqp57Q4oXMaYMTO9P', 'uri': 'spotify:track:0k7UxTqp57Q4oXMaYMTO9P', 'track_href': 'https://api.spotify.com/v1/tracks/0k7UxTqp57Q4oXMaYMTO9P', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0k7UxTqp57Q4oXMaYMTO9P', 'duration_ms': 368883, 'time_signature': 4}]",0
the ends,Travis Scott,33zbOXJSwW7uf4VXXWow2O,"[{'danceability': 0.585, 'energy': 0.737, 'key': 4, 'loudness': -4.121, 'mode': 0, 'speechiness': 0.191, 'acousticness': 0.0661, 'instrumentalness': 0, 'liveness': 0.0904, 'valence': 0.0497, 'tempo': 171.853, 'type': 'audio_features', 'id': '33zbOXJSwW7uf4VXXWow2O', 'uri': 'spotify:track:33zbOXJSwW7uf4VXXWow2O', 'track_href': 'https://api.spotify.com/v1/tracks/33zbOXJSwW7uf4VXXWow2O', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/33zbOXJSwW7uf4VXXWow2O', 'duration_ms': 201263, 'time_signature': 4}]",1
Jump Off The Roof,Vince Staples,3F76P0bDhDLzy4QAgtF5yp,"[{'danceability': 0.731, 'energy': 0.942, 'key': 1, 'loudness': -5.454, 'mode': 1, 'speechiness': 0.0779, 'acousticness': 0.0939, 'instrumentalness': 0.000815, 'liveness': 0.536, 'valence': 0.589, 'tempo': 120.043, 'type': 'audio_features', 'id': '3F76P0bDhDLzy4QAgtF5yp', 'uri': 'spotify:track:3F76P0bDhDLzy4QAgtF5yp', 'track_href': 'https://api.spotify.com/v1/tracks/3F76P0bDhDLzy4QAgtF5yp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3F76P0bDhDLzy4QAgtF5yp', 'duration_ms': 223986, 'time_signature': 4}]",2
Prima Donna,Vince Staples,0L5NUvQBRRePMV6INacS0W,"[{'danceability': 0.568, 'energy': 0.654, 'key': 8, 'loudness': -7.603, 'mode': 1, 'speechiness': 0.567, 'acousticness': 0.276, 'instrumentalness': 8.12e-06, 'liveness': 0.321, 'valence': 0.322, 'tempo': 76.987, 'type': 'audio_features', 'id': '0L5NUvQBRRePMV6INacS0W', 'uri': 'spotify:track:0L5NUvQBRRePMV6INacS0W', 'track_href': 'https://api.spotify.com/v1/tracks/0L5NUvQBRRePMV6INacS0W', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0L5NUvQBRRePMV6INacS0W', 'duration_ms': 210053, 'time_signature': 4}]",9
Knotty Head,Denzel Curry,6AyC97QpDjKdqYLeXdRYvh,"[{'danceability': 0.683, 'energy': 0.849, 'key': 6, 'loudness': -3.504, 'mode': 0, 'speechiness': 0.167, 'acousticness': 0.241, 'instrumentalness': 2.61e-06, 'liveness': 0.066, 'valence': 0.346, 'tempo': 157.994, 'type': 'audio_features', 'id': '6AyC97QpDjKdqYLeXdRYvh', 'uri': 'spotify:track:6AyC97QpDjKdqYLeXdRYvh', 'track_href': 'https://api.spotify.com/v1/tracks/6AyC97QpDjKdqYLeXdRYvh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6AyC97QpDjKdqYLeXdRYvh', 'duration_ms': 268219, 'time_signature': 4}]",1
Dapper (feat. Anderson .Paak),Domo Genesis,2Nh2cMryoXl7BrZoIeN2Pr,"[{'danceability': 0.753, 'energy': 0.594, 'key': 1, 'loudness': -9.486, 'mode': 0, 'speechiness': 0.0816, 'acousticness': 0.0711, 'instrumentalness': 0, 'liveness': 0.391, 'valence': 0.562, 'tempo': 112.568, 'type': 'audio_features', 'id': '2Nh2cMryoXl7BrZoIeN2Pr', 'uri': 'spotify:track:2Nh2cMryoXl7BrZoIeN2Pr', 'track_href': 'https://api.spotify.com/v1/tracks/2Nh2cMryoXl7BrZoIeN2Pr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Nh2cMryoXl7BrZoIeN2Pr', 'duration_ms': 193093, 'time_signature': 4}]",7
Cinderella (feat. Ty Dolla $ign),Mac Miller,2lpygKqzPFtItQ4ss3cgfb,"[{'danceability': 0.545, 'energy': 0.534, 'key': 8, 'loudness': -6.874, 'mode': 0, 'speechiness': 0.047, 'acousticness': 0.235, 'instrumentalness': 0, 'liveness': 0.345, 'valence': 0.24, 'tempo': 140.021, 'type': 'audio_features', 'id': '2lpygKqzPFtItQ4ss3cgfb', 'uri': 'spotify:track:2lpygKqzPFtItQ4ss3cgfb', 'track_href': 'https://api.spotify.com/v1/tracks/2lpygKqzPFtItQ4ss3cgfb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2lpygKqzPFtItQ4ss3cgfb', 'duration_ms': 480187, 'time_signature': 4}]",3
Violent Crimes,Kanye West,2VYb3Fb5iK5Y8HGZ8oEEkp,"[{'danceability': 0.665, 'energy': 0.417, 'key': 1, 'loudness': -6.731, 'mode': 0, 'speechiness': 0.524, 'acousticness': 0.374, 'instrumentalness': 0, 'liveness': 0.186, 'valence': 0.04, 'tempo': 110.111, 'type': 'audio_features', 'id': '2VYb3Fb5iK5Y8HGZ8oEEkp', 'uri': 'spotify:track:2VYb3Fb5iK5Y8HGZ8oEEkp', 'track_href': 'https://api.spotify.com/v1/tracks/2VYb3Fb5iK5Y8HGZ8oEEkp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2VYb3Fb5iK5Y8HGZ8oEEkp', 'duration_ms': 215320, 'time_signature': 4}]",1
Feels Like Summer,Childish Gambino,7p4vHnYXkxlzvfePJVpcTr,"[{'danceability': 0.55, 'energy': 0.596, 'key': 7, 'loudness': -8.214, 'mode': 1, 'speechiness': 0.134, 'acousticness': 0.162, 'instrumentalness': 0.00481, 'liveness': 0.0805, 'valence': 0.253, 'tempo': 165.736, 'type': 'audio_features', 'id': '7p4vHnYXkxlzvfePJVpcTr', 'uri': 'spotify:track:7p4vHnYXkxlzvfePJVpcTr', 'track_href': 'https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7p4vHnYXkxlzvfePJVpcTr', 'duration_ms': 297404, 'time_signature': 4}]",9
Lockdown,Anderson .Paak,5oZps6mYqU5s7A4WjUZggJ,"[{'danceability': 0.928, 'energy': 0.437, 'key': 1, 'loudness': -7.081, 'mode': 0, 'speechiness': 0.127, 'acousticness': 0.144, 'instrumentalness': 0.000357, 'liveness': 0.147, 'valence': 0.496, 'tempo': 100.056, 'type': 'audio_features', 'id': '5oZps6mYqU5s7A4WjUZggJ', 'uri': 'spotify:track:5oZps6mYqU5s7A4WjUZggJ', 'track_href': 'https://api.spotify.com/v1/tracks/5oZps6mYqU5s7A4WjUZggJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5oZps6mYqU5s7A4WjUZggJ', 'duration_ms': 212613, 'time_signature': 4}]",7
Make It Out,Lil Durk,4oMR0nmRducAne28b4VQUJ,"[{'danceability': 0.591, 'energy': 0.509, 'key': 1, 'loudness': -10.282, 'mode': 1, 'speechiness': 0.349, 'acousticness': 0.0138, 'instrumentalness': 0, 'liveness': 0.352, 'valence': 0.163, 'tempo': 150.211, 'type': 'audio_features', 'id': '4oMR0nmRducAne28b4VQUJ', 'uri': 'spotify:track:4oMR0nmRducAne28b4VQUJ', 'track_href': 'https://api.spotify.com/v1/tracks/4oMR0nmRducAne28b4VQUJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4oMR0nmRducAne28b4VQUJ', 'duration_ms': 243670, 'time_signature': 4}]",6
Bottom of the Bottoms,G Herbo,4c9Yzsu8SgmmORSwO8Z1C6,"[{'danceability': 0.602, 'energy': 0.54, 'key': 2, 'loudness': -9.399, 'mode': 1, 'speechiness': 0.178, 'acousticness': 0.146, 'instrumentalness': 0, 'liveness': 0.114, 'valence': 0.357, 'tempo': 132.948, 'type': 'audio_features', 'id': '4c9Yzsu8SgmmORSwO8Z1C6', 'uri': 'spotify:track:4c9Yzsu8SgmmORSwO8Z1C6', 'track_href': 'https://api.spotify.com/v1/tracks/4c9Yzsu8SgmmORSwO8Z1C6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4c9Yzsu8SgmmORSwO8Z1C6', 'duration_ms': 209773, 'time_signature': 4}]",6
SKELETONS,Travis Scott,6NMtzpDQBTOfJwMzgMX0zl,"[{'danceability': 0.46, 'energy': 0.686, 'key': 0, 'loudness': -5.948, 'mode': 0, 'speechiness': 0.0367, 'acousticness': 0.00146, 'instrumentalness': 0, 'liveness': 0.375, 'valence': 0.252, 'tempo': 148.054, 'type': 'audio_features', 'id': '6NMtzpDQBTOfJwMzgMX0zl', 'uri': 'spotify:track:6NMtzpDQBTOfJwMzgMX0zl', 'track_href': 'https://api.spotify.com/v1/tracks/6NMtzpDQBTOfJwMzgMX0zl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6NMtzpDQBTOfJwMzgMX0zl', 'duration_ms': 145588, 'time_signature': 4}]",1
Foreplay,Jalen Santoy,3zdtYfRqOn1axEmHZTWivp,"[{'danceability': 0.787, 'energy': 0.335, 'key': 5, 'loudness': -4.837, 'mode': 0, 'speechiness': 0.0826, 'acousticness': 0.125, 'instrumentalness': 0.00444, 'liveness': 0.132, 'valence': 0.582, 'tempo': 119.185, 'type': 'audio_features', 'id': '3zdtYfRqOn1axEmHZTWivp', 'uri': 'spotify:track:3zdtYfRqOn1axEmHZTWivp', 'track_href': 'https://api.spotify.com/v1/tracks/3zdtYfRqOn1axEmHZTWivp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3zdtYfRqOn1axEmHZTWivp', 'duration_ms': 171433, 'time_signature': 4}]",7
Navajo,Masego,6zWU7YALeEDMcPGhKKZJhV,"[{'danceability': 0.567, 'energy': 0.593, 'key': 6, 'loudness': -7.404, 'mode': 0, 'speechiness': 0.288, 'acousticness': 0.117, 'instrumentalness': 1.32e-06, 'liveness': 0.248, 'valence': 0.358, 'tempo': 88.545, 'type': 'audio_features', 'id': '6zWU7YALeEDMcPGhKKZJhV', 'uri': 'spotify:track:6zWU7YALeEDMcPGhKKZJhV', 'track_href': 'https://api.spotify.com/v1/tracks/6zWU7YALeEDMcPGhKKZJhV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6zWU7YALeEDMcPGhKKZJhV', 'duration_ms': 194157, 'time_signature': 4}]",1
Combination,WDNG Crshrs,33gLJdN5yD4U5SgunuQOzT,"[{'danceability': 0.702, 'energy': 0.406, 'key': 11, 'loudness': -13.493, 'mode': 1, 'speechiness': 0.452, 'acousticness': 0.189, 'instrumentalness': 0, 'liveness': 0.172, 'valence': 0.74, 'tempo': 148.164, 'type': 'audio_features', 'id': '33gLJdN5yD4U5SgunuQOzT', 'uri': 'spotify:track:33gLJdN5yD4U5SgunuQOzT', 'track_href': 'https://api.spotify.com/v1/tracks/33gLJdN5yD4U5SgunuQOzT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/33gLJdN5yD4U5SgunuQOzT', 'duration_ms': 229120, 'time_signature': 4}]",4
Scented Candles,WDNG Crshrs,6EqubF3keWnwwD2jQ6r5gL,"[{'danceability': 0.713, 'energy': 0.557, 'key': 7, 'loudness': -10.874, 'mode': 1, 'speechiness': 0.452, 'acousticness': 0.36, 'instrumentalness': 0, 'liveness': 0.257, 'valence': 0.694, 'tempo': 129.403, 'type': 'audio_features', 'id': '6EqubF3keWnwwD2jQ6r5gL', 'uri': 'spotify:track:6EqubF3keWnwwD2jQ6r5gL', 'track_href': 'https://api.spotify.com/v1/tracks/6EqubF3keWnwwD2jQ6r5gL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6EqubF3keWnwwD2jQ6r5gL', 'duration_ms': 167497, 'time_signature': 4}]",4
"Hands Own (feat. LilBeno, Drego & Nuk)",East Warren Buck,6OAcL1KVJHPx03PEQquVg9,"[{'danceability': 0.675, 'energy': 0.57, 'key': 7, 'loudness': -6.24, 'mode': 1, 'speechiness': 0.0641, 'acousticness': 0.105, 'instrumentalness': 0, 'liveness': 0.149, 'valence': 0.422, 'tempo': 96.092, 'type': 'audio_features', 'id': '6OAcL1KVJHPx03PEQquVg9', 'uri': 'spotify:track:6OAcL1KVJHPx03PEQquVg9', 'track_href': 'https://api.spotify.com/v1/tracks/6OAcL1KVJHPx03PEQquVg9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6OAcL1KVJHPx03PEQquVg9', 'duration_ms': 144484, 'time_signature': 4}]",9
Low Key,Morray,0pAEUTqBgPhVtvSedvAJFP,"[{'danceability': 0.863, 'energy': 0.363, 'key': 1, 'loudness': -9.702, 'mode': 1, 'speechiness': 0.0698, 'acousticness': 0.0418, 'instrumentalness': 0, 'liveness': 0.298, 'valence': 0.0589, 'tempo': 111.005, 'type': 'audio_features', 'id': '0pAEUTqBgPhVtvSedvAJFP', 'uri': 'spotify:track:0pAEUTqBgPhVtvSedvAJFP', 'track_href': 'https://api.spotify.com/v1/tracks/0pAEUTqBgPhVtvSedvAJFP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0pAEUTqBgPhVtvSedvAJFP', 'duration_ms': 135128, 'time_signature': 4}]",6
Why Oh Why (feat. Daz Dillinger & Kurupt),Warren G,3iaUKr3KCuWbVbbgQtUTFc,"[{'danceability': 0.569, 'energy': 0.839, 'key': 11, 'loudness': -7.005, 'mode': 0, 'speechiness': 0.319, 'acousticness': 0.109, 'instrumentalness': 0, 'liveness': 0.108, 'valence': 0.685, 'tempo': 96.43, 'type': 'audio_features', 'id': '3iaUKr3KCuWbVbbgQtUTFc', 'uri': 'spotify:track:3iaUKr3KCuWbVbbgQtUTFc', 'track_href': 'https://api.spotify.com/v1/tracks/3iaUKr3KCuWbVbbgQtUTFc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3iaUKr3KCuWbVbbgQtUTFc', 'duration_ms': 241293, 'time_signature': 4}]",5
hooligan,Baby Keem,02iYJG3KLBJODa5JkQ4O6y,"[{'danceability': 0.77, 'energy': 0.636, 'key': 10, 'loudness': -7.636, 'mode': 0, 'speechiness': 0.0901, 'acousticness': 0.198, 'instrumentalness': 2.92e-06, 'liveness': 0.115, 'valence': 0.414, 'tempo': 93.032, 'type': 'audio_features', 'id': '02iYJG3KLBJODa5JkQ4O6y', 'uri': 'spotify:track:02iYJG3KLBJODa5JkQ4O6y', 'track_href': 'https://api.spotify.com/v1/tracks/02iYJG3KLBJODa5JkQ4O6y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/02iYJG3KLBJODa5JkQ4O6y', 'duration_ms': 156774, 'time_signature': 3}]",3
No Freestyle (feat. Young Nudy),2FeetBino,6ynnhX3p6t1EZMSELW9MLv,"[{'danceability': 0.891, 'energy': 0.488, 'key': 2, 'loudness': -7.483, 'mode': 1, 'speechiness': 0.221, 'acousticness': 0.208, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.725, 'tempo': 155.038, 'type': 'audio_features', 'id': '6ynnhX3p6t1EZMSELW9MLv', 'uri': 'spotify:track:6ynnhX3p6t1EZMSELW9MLv', 'track_href': 'https://api.spotify.com/v1/tracks/6ynnhX3p6t1EZMSELW9MLv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ynnhX3p6t1EZMSELW9MLv', 'duration_ms': 198003, 'time_signature': 4}]",2
Can't Spell Success (feat. Cuzzy Capone),Nipsey Hussle,7oli5LAIJ4gps8VvYcYNhR,"[{'danceability': 0.672, 'energy': 0.715, 'key': 1, 'loudness': -6.495, 'mode': 1, 'speechiness': 0.45, 'acousticness': 0.381, 'instrumentalness': 0, 'liveness': 0.083, 'valence': 0.146, 'tempo': 60.543, 'type': 'audio_features', 'id': '7oli5LAIJ4gps8VvYcYNhR', 'uri': 'spotify:track:7oli5LAIJ4gps8VvYcYNhR', 'track_href': 'https://api.spotify.com/v1/tracks/7oli5LAIJ4gps8VvYcYNhR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7oli5LAIJ4gps8VvYcYNhR', 'duration_ms': 149394, 'time_signature': 5}]",6
Take_it_Back_v2,Denzel Curry,6M1QxOSjcCBCNnS7GSjd1o,"[{'danceability': 0.508, 'energy': 0.821, 'key': 10, 'loudness': -7.416, 'mode': 0, 'speechiness': 0.454, 'acousticness': 0.0329, 'instrumentalness': 7.05e-06, 'liveness': 0.594, 'valence': 0.345, 'tempo': 88.255, 'type': 'audio_features', 'id': '6M1QxOSjcCBCNnS7GSjd1o', 'uri': 'spotify:track:6M1QxOSjcCBCNnS7GSjd1o', 'track_href': 'https://api.spotify.com/v1/tracks/6M1QxOSjcCBCNnS7GSjd1o', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6M1QxOSjcCBCNnS7GSjd1o', 'duration_ms': 169467, 'time_signature': 4}]",3
Everytime,Tae Fresh,0Czdgg1RnlIaRtIi51Prnl,"[{'danceability': 0.582, 'energy': 0.528, 'key': 11, 'loudness': -10.121, 'mode': 0, 'speechiness': 0.176, 'acousticness': 0.795, 'instrumentalness': 0, 'liveness': 0.13, 'valence': 0.483, 'tempo': 144.889, 'type': 'audio_features', 'id': '0Czdgg1RnlIaRtIi51Prnl', 'uri': 'spotify:track:0Czdgg1RnlIaRtIi51Prnl', 'track_href': 'https://api.spotify.com/v1/tracks/0Czdgg1RnlIaRtIi51Prnl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Czdgg1RnlIaRtIi51Prnl', 'duration_ms': 162101, 'time_signature': 4}]",8
Skoompin',ShooterGang Kony,1aEvsjCo142yxn02ACMCd7,"[{'danceability': 0.772, 'energy': 0.623, 'key': 7, 'loudness': -6.149, 'mode': 1, 'speechiness': 0.354, 'acousticness': 0.148, 'instrumentalness': 0, 'liveness': 0.408, 'valence': 0.692, 'tempo': 102.953, 'type': 'audio_features', 'id': '1aEvsjCo142yxn02ACMCd7', 'uri': 'spotify:track:1aEvsjCo142yxn02ACMCd7', 'track_href': 'https://api.spotify.com/v1/tracks/1aEvsjCo142yxn02ACMCd7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1aEvsjCo142yxn02ACMCd7', 'duration_ms': 158496, 'time_signature': 4}]",4
Blue Laces 2,Nipsey Hussle,7yB6GF5kgPEoeGE4EAWiJU,"[{'danceability': 0.569, 'energy': 0.836, 'key': 4, 'loudness': -3.831, 'mode': 0, 'speechiness': 0.226, 'acousticness': 0.0276, 'instrumentalness': 0, 'liveness': 0.479, 'valence': 0.0927, 'tempo': 75.701, 'type': 'audio_features', 'id': '7yB6GF5kgPEoeGE4EAWiJU', 'uri': 'spotify:track:7yB6GF5kgPEoeGE4EAWiJU', 'track_href': 'https://api.spotify.com/v1/tracks/7yB6GF5kgPEoeGE4EAWiJU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7yB6GF5kgPEoeGE4EAWiJU', 'duration_ms': 250920, 'time_signature': 4}]",1
Hustlaz Ambition,Jeezy,2VEKx2NlpIPm9ISh96Wkfb,"[{'danceability': 0.684, 'energy': 0.752, 'key': 11, 'loudness': -7.191, 'mode': 0, 'speechiness': 0.242, 'acousticness': 0.000334, 'instrumentalness': 0.00213, 'liveness': 0.313, 'valence': 0.502, 'tempo': 142.814, 'type': 'audio_features', 'id': '2VEKx2NlpIPm9ISh96Wkfb', 'uri': 'spotify:track:2VEKx2NlpIPm9ISh96Wkfb', 'track_href': 'https://api.spotify.com/v1/tracks/2VEKx2NlpIPm9ISh96Wkfb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2VEKx2NlpIPm9ISh96Wkfb', 'duration_ms': 219933, 'time_signature': 4}]",5
Bad Ass Jit,Dee Watkins,0DvNd934ToR8kmGhWwyaW1,"[{'danceability': 0.867, 'energy': 0.699, 'key': 11, 'loudness': -6.099, 'mode': 0, 'speechiness': 0.402, 'acousticness': 0.015, 'instrumentalness': 0, 'liveness': 0.133, 'valence': 0.348, 'tempo': 96.054, 'type': 'audio_features', 'id': '0DvNd934ToR8kmGhWwyaW1', 'uri': 'spotify:track:0DvNd934ToR8kmGhWwyaW1', 'track_href': 'https://api.spotify.com/v1/tracks/0DvNd934ToR8kmGhWwyaW1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0DvNd934ToR8kmGhWwyaW1', 'duration_ms': 180088, 'time_signature': 4}]",3
Immortal,J. Cole,5EqJu4TOYqo3dZ08DdLRCy,"[{'danceability': 0.596, 'energy': 0.422, 'key': 3, 'loudness': -10.626, 'mode': 0, 'speechiness': 0.413, 'acousticness': 0.45, 'instrumentalness': 3.92e-06, 'liveness': 0.127, 'valence': 0.264, 'tempo': 183.863, 'type': 'audio_features', 'id': '5EqJu4TOYqo3dZ08DdLRCy', 'uri': 'spotify:track:5EqJu4TOYqo3dZ08DdLRCy', 'track_href': 'https://api.spotify.com/v1/tracks/5EqJu4TOYqo3dZ08DdLRCy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5EqJu4TOYqo3dZ08DdLRCy', 'duration_ms': 201667, 'time_signature': 4}]",1
Leave The Streets Alone (feat. Slimmy B & Yhung T.O.),SOB X RBE,4rktxA3PZAP8Lv2TYUiU7e,"[{'danceability': 0.817, 'energy': 0.705, 'key': 1, 'loudness': -6.689, 'mode': 1, 'speechiness': 0.126, 'acousticness': 0.261, 'instrumentalness': 0, 'liveness': 0.335, 'valence': 0.364, 'tempo': 99.95, 'type': 'audio_features', 'id': '4rktxA3PZAP8Lv2TYUiU7e', 'uri': 'spotify:track:4rktxA3PZAP8Lv2TYUiU7e', 'track_href': 'https://api.spotify.com/v1/tracks/4rktxA3PZAP8Lv2TYUiU7e', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4rktxA3PZAP8Lv2TYUiU7e', 'duration_ms': 132647, 'time_signature': 4}]",6
Status Symbol 2 (feat. Buddy),Nipsey Hussle,3KPxJvMQupqIyUx926PdJe,"[{'danceability': 0.628, 'energy': 0.573, 'key': 9, 'loudness': -8.419, 'mode': 0, 'speechiness': 0.31, 'acousticness': 0.0162, 'instrumentalness': 0, 'liveness': 0.781, 'valence': 0.322, 'tempo': 84.475, 'type': 'audio_features', 'id': '3KPxJvMQupqIyUx926PdJe', 'uri': 'spotify:track:3KPxJvMQupqIyUx926PdJe', 'track_href': 'https://api.spotify.com/v1/tracks/3KPxJvMQupqIyUx926PdJe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3KPxJvMQupqIyUx926PdJe', 'duration_ms': 120013, 'time_signature': 4}]",3
